,Tweets
1253,"['know', 'feeling', 'describe', 'spent', 'long', 'living', 'injured', 'stay', 'home', 'covid', 'now', 'feel', 'like', 'conversation', 'and', 'awkward', 'someone', 'age']"
1254,"['coming', 'someone', 'covid', 'shanghai']"
1255,"['say', 'covid', 'round', 'different', 'case', 'anyone', 'curious']"
1256,"['cloud', 'dinner', 'last', 'night', 'like', 'soup', 'taste', 'but', 'negative', 'on', 'covid', 'so']"
1257,"['insomnia', 'since', 'eve', 'know', 'long', 'covid', 'part', 'menopause', 'covid', 'brought', 'different', 'menopause', 'been']"
1258,"['funny', 'covid', 'even', 'factor']"
1259,"['covid', 'feel', 'like', 'suds']"
1260,"['almost', 'wonder', 'covid', 'continued', 'fight', 'keeping', 'title', 'discriminatory', 'measure', 'based', 'fact', 'pandemic', 'then', 'racist', 'white', 'white', 'inspired', 'buffalo', 'anyway']"
1261,"['leader', 'military', 'help', 'tackle', 'covid', 'outbreak', 'pandemic', 'news', 'east', 'auto', 'news']"
1262,"['it', 'covid', 'cult', 'virtue', 'accessory']"
1263,"['after', 'sleeping', 'covid', 'fever', 'my', 'hurt', 'like', 'feel', 'little', 'food', 'move', 'inside', 'angry', 'vengeful', 'thinking', 'making', 'virgin', 'box', 'better', 'cold']"
1264,"['the', 'eu', 'long', 'talk', 'macron', 'nothing', 'functionally', 'solidarity', 'solidarity', 'power', 'economy', 'know', 'well', 'energy', 'crisis', 'every', 'country', 'covid', 'already']"
1265,"['on', 'sky', 'sports', 'in', 'queen', 'fact', 'covid', 'us', 'maybe']"
1266,"['still', 'avoid', 'covid', 'cold', 'nd', 'time', 'three', 'appreciate', 'everyone', 'could', 'put', 'back']"
1267,"['record', 'new', 'covid']"
1268,"['lots', 'people', 'took', 'offer', 'withdraw', 'super', 'covid', 'maybe']"
1269,"['why', 'indoors', 'active', 'covid']"
1270,"['my', 'college', 'graduation', 'ridiculously', 'anticlimactic', 'start', 'covid', 'honestly', 'happy', 'went', 'like', 'it', 'taught', 'keep', 'moving', 'forward', 'success', 'keep', 'pushing', 'sit', 'dwell', 'anything', 'ever', 'good', 'bad']"
1271,"['felt', 'covid', 'vaccine']"
1272,"['covid', 'is', 'busted', 'get', 'line', 'vote', 'early', 'like', 'rest', 'us']"
1273,"['covid', 'high', 'time', 'antimasker']"
1274,"['tonight', 'an', 'husband', 'advantage', 'confusion', 'fear', 'early', 'days', 'covid', 'catfish', 'wife', 'family', 'but', 'prank', 'someone', 'dead', 'virus', 'blame', 'pet', 'only']"
1275,"['got', 'covid', 'on', 'quarantine', 'til', 'next']"
1276,"['it', 'also', 'interpretation', 'tight', 'lipped', 'approval', 'period', 'exception', 'definition', 'public', 'though', 'often', 'fly', 'radar', 'however', 'day', 'covid', 'different', 'may', 'apply']"
1277,"['it', 'never', 'wrong', 'time', 'remind', 'took', 'advice', 'research', 'firm', 'declare', 'victory', 'covid', 'huge', 'reason', 'many', 'dead', 'disabled', 'many']"
1278,"['and', 'believe', 'tell', 'hello', 'knock', 'knock', 'we', 'alive', 'well', 'natural', 'immunity', 'tack', 'family', 'alive', 'know', 'healthy', 'human', 'dying', 'covid', 'that', 'world', 'what', 'planet']"
1279,"['does', 'bourbon', 'help', 'early', 'onset', 'covid']"
1280,"['covid', 'must', 'thing']"
1281,"['think', 'polis', 'cool', 'agree', 'time', 'how', 'handling', 'covid', 'right', 'better']"
1282,"['went', 'doctor', 'long', 'term', 'fatigue', 'covid', 'told', 'get', 'vaccine', 'treatment']"
1283,"['we', 'welcome', 'come', 'legally', 'the', 'way', 'done', 'sneaking', 'front', 'line', 'drug', 'possible', 'covid', 'possible', 'criminal', 'record', 'way']"
1284,"['stadium', 'covid']"
1285,['covid']
1286,"['does', 'anyone', 'else', 'get', 'feeling', 'relaxation', 'isolation', 'close', 'result', 'even', 'higher', 'case', 'week', 'covid', 'never', 'rampant', 'community']"
1287,"['stop', 'spinning', 'reasoning', 'getting', 'first', 'denazify', 'nuclear', 'covid', 'pick', 'one', 'least']"
1288,"['right', 'like', 'want', 'us', 'give', 'hit', 'during', 'covid']"
1289,"['join', 'stream', 'live', 'canada', 'covid', 'censorship', 'freedom', 'funny', 'news']"
1290,"['most', 'included', 'say', 'true', 'jab', 'covid', 'we', 'even', 'try', 'understand', 'there', 'way', 'much', 'propaganda', 'much']"
1291,"['another', 'unequal', 'burden', 'working', 'with', 'long', 'covid']"
1292,"['covid', 'don', 'take', 'take', 'mask', 'profile', 'picture', 'in', 'last', 'month', 'covid', 'mostly', 'people']"
1293,"['birthday', 'june', 'nd', 'anyone', 'would', 'like', 'buy', 'gift', 'lost', 'almost', 'since', 'covid', 'nothing', 'feeling', 'generous', 'would', 'mean', 'much', 'could', 'really', 'help']"
1294,"['so', 'sorry', 'it', 'hard', 'stuff', 'my', 'brother', 'covid', 'big', 'deal', 'nothing', 'worry', 'convinced', 'yr', 'old', 'dad', 'well', 'time', 'missing', 'life', 'see']"
1295,"['north', 'missile', 'after', 'covid', 'prompt', 'kim', 'order']"
1296,"['want', 'know', 'covid', 'affected', 'body', 'keep', 'reading', 'talking', 'people', 'left', 'long', 'term', 'organ', 'damage', 'need', 'know', 'fall', 'category']"
1297,"['rd', 'covid', 'test']"
1298,"['infectious', 'expert', 'hoe', 'nam', 'covid', 'infection', 'rate']"
1299,"['covid', 'factor', 'current', 'global', 'population', 'even', 'less', 'calculating', 'sole', 'cause', 'death', 'the', 'real', 'legacy', 'surveillance', 'destruction', 'civil', 'widespread', 'poverty', 'inflation', 'fear', 'medical']"
1300,"['the', 'impact', 'covid', 'chronic', 'disease', 'management', 'primary', 'care', 'international', 'experience']"
1301,"['let', 'also', 'forget', 'deliberately', 'killing', 'dangerous', 'covid', 'they', 'party', 'then', 'add', 'bogus', 'their', 'base', 'not', 'smart', 'need', 'win']"
1302,"['care', 'she', 'worried', 'covid', 'world', 'peace', 'all', 'meaning']"
1303,"['just', 'like', 'covid', 'apparently', 'turned', 'many', 'people', 'apparently', 'turned', 'many', 'people']"
1304,"['if', 'someone', 'household', 'covid', 'coming', 'around']"
1305,"['covid', 'mass', 'vaccination', 'clinic', 'close', 'end', 'month']"
1306,"['kim', 'un', 'north', 'military', 'stabilize', 'drug', 'supply', 'amid', 'covid', 'outbreak', 'patsfan', 'link', 'thank']"
1307,"['same', 'thing', 'old', 'parish', 'well', 'it', 'old', 'church', 'seat', 'many', 'always', 'room', 'the', 'branch', 'lot', 'then', 'covid', 'old', 'people', 'got', 'last']"
1308,"['got', 'covid', 'last', 'week', 'well', 'worst', 'last', 'weekend', 'functional', 'hopefully', 'bounce', 'back', 'quick']"
1309,"['vintage', 'edge', 'seat', 'stuff', 'higher', 'inclement', 'weather', 'impact', 'covid', 'parker', 'read', 'wine']"
1310,"['the', 'vaccine', 'safe', 'well', 'induced', 'humoral', 'immune', 'these', 'context', 'emergency', 'covid', 'pandemic', 'support', 'dose', 'applied', 'days', 'schedule', 'clinical', 'confirm', 'vaccine', 'efficacy']"
1311,"['covid', 'young', 'people', 'mental', 'health', 'how', 'afterschool', 'can', 'help', 'in', 'wong', 'overview', 'pandemic', 'communication', 'she', 'also', 'limit', 'setting', 'support', 'resilience']"
1312,"['network', 'health', 'expert', 'against', 'covid']"
1313,"['bush', 'he', 'due', 'covid', 'side', 'effects', 'not', 'vaccine']"
1314,"['after', 'spending', 'entire', 'week', 'inside', 'stuck', 'covid', 'much', 'starting', 'embody', 'father', 'like', 'whatsoever', 'change', 'motivation', 'better', 'manage', 'way', 'unnecessarily']"
1315,"['covid', 'clock', 'another']"
1316,"['squared', 'saw', 'beginning', 'much', 'figure', 'stimulation', 'got', 'gastroparesis', 'eat', 'pandemic', 'husband', 'high', 'risk', 'covid', 'glad', 'tried', 'watched', 'heart', 'lower', 'bit']"
1317,"['watching', 'would', 'person', 'covid']"
1318,"['good', 'luck', 'getting', 'bus', 'covid', 'next']"
1319,"['bone', 'everyone', 'covid', 'long', 'covid', 'know', 'coz', 'asymptomatic']"
1320,['covid']
1321,"['covid', 'rise', 'mask', 'wash', 'social', 'distance', 'avoid', 'large']"
1322,"['it', 'living', 'covid', 'new', 'norm', 'covid', 'stay', 'continue', 'mutate', 'flu', 'virus']"
1323,"['after', 'gold', 'standard', 'covid', 'sure', 'term', 'level', 'excellence']"
1324,"['sad', 'become', 'inured', 'catastrophic', 'impact', 'covid', 'perhaps', 'unsympathetic', 'fate', 'people', 'trapped', 'authoritarian', 'like', 'north']"
1325,"['already', 'looking', 'not', 'super', 'balance', 'tanked', 'much', 'thanks', 'covid', 'market', 'volatility', 'can', 'not', 'afford', 'go', 'much', 'it', 'never', 'recover', 'far', 'enough', 'lifetime', 'retirement', 'stuffed']"
1326,"['another', 'day', 'covid', 'unit']"
1327,"['do', 'believe', 'every', 'article', 'read', 'regarding', 'covid', 'telling']"
1328,"['connected', 'fitness', 'most', 'stand', 'alone', 'absent', 'covid', 'boom', 'attractive', 'consumer', 'bigger', 'company']"
1329,"['since', 'covid', 'day', 'when', 'appetite', 'day', 'on', 'average', 'burn', 'anywhere', 'day']"
1330,"['lots', 'people', 'used', 'covid', 'learn', 'new', 'after', 'watching', 'endless', 'taught', 'enough', 'carpentry', 'build', 'gypsy', 'wagon', 'now', 'figure']"
1331,"['covid', 'dead', 'watch', 'do', 'think', 'vote']"
1332,"['turns', 'covid', 'aged', 'audience', 'punk']"
1333,"['covid', 'take', 'enough', 'right', 'people', 'go', 'figure']"
1334,"['it', 'simply', 'false', 'claim', 'outdoors', 'threat', 'catching', 'covid']"
1335,"['testable', 'hypothesis', 'people', 'correctly', 'lower', 'incidence', 'long', 'covid', 'side', 'note', 'ba', 'ba', 'less', 'long', 'covid', 'wide', 'margin', 'due', 'lack']"
1336,"['went', 'catch', 'covid', 'pax', 'probably', 'die', 'way', 'back', 'pax', 'rate', 'going', 'cool', 'place', 'live']"
1337,"['stupid', 'opinion', 'covid', 'never', 'stopped', 'bank', 'account', 'suffering', 'many']"
1338,"['it', 'beyond', 'covid', 'per', 'but', 'death', 'rate', 'if', 'handled', 'covid', 'per', 'and', 'yet', 'somehow', 'bad', 'man', 'must', 'office']"
1339,"['well', 'given', 'propaganda', 'west', 'editor', 'mayor', 'pressure', 'drop', 'indoor', 'mask', 'could', 'west', 'ill', 'informed', 'covid', 'taking', 'appropriate', 'avoid', 'infection']"
1340,"['new', 'promise', 'bolster', 'culture', 'both', 'say', 'funds', 'away', 'covid', 'pandemic']"
1341,"['live', 'sa', 'chief', 'public', 'health', 'officer', 'spurrier', 'minister', 'education', 'blair', 'boyer', 'covid', 'update', 'state', 'watch', 'live']"
1342,"['two', 'important', 'court', 'health', 'law', 'must', 'account', 'covid', 'the', 'first', 'ruling', 'last', 'week']"
1343,"['daily', 'confirmed', 'covid', 'per', 'population', 'county', 'for', 'latest', 'covid', 'our', 'analytics', 'team', 'analytics', 'data', 'covid', 'covid']"
1344,"['big', 'accomplishment', 'say', 'well', 'beat', 'covid']"
1345,"['didnt', 'tweet', 'obsession', 'post', 'covid', 'once', 'day', 'dude', 'give', 'me', 'break']"
1346,"['yeah', 'totally', 'thought', 'going', 'try', 'stop', 'start', 'sinus', 'infection', 'thinking', 'covid', 'dumb', 'part', 'think', 'avoid', 'people', 'unless', 'totally', 'work', 'hope', 'people', 'better']"
1347,"['please', 'isolate', 'place', 'ca', 'avoid', 'driving', 'wa', 'it', 'may', 'protect', 'thank']"
1348,"['do', 'mind', 'ask', 'unwell', 'presume', 'anti', 'viral', 'medication', 'my', 'sil', 'similar', 'blood', 'cancer', 'got', 'covid', 'like', 'bad', 'cold']"
1349,"['by', 'covid', 'longer', 'spreading', 'community', 'one', 'thirty']"
1350,"['another', 'covid', 'truth']"
1351,"['help', 'fight', 'spread', 'covid', 'community']"
1352,"['if', 'burden', 'covid', 'disability', 'death', 'seeded', 'high', 'profile', 'hesitation', 'protective', 'glory', 'minimizer', 'attention', 'you', 'still', 'minimizer', 'despite']"
1353,"['tend', 'poor', 'drawing', 'bright', 'influential', 'they', 'with', 'fox', 'fox', 'kill', 'country', 'covid', 'rhetoric', 'carried', 'water', 'insurrection', 'enough']"
1354,"['covid', 'flu', 'stop', 'making']"
1355,"['due', 'covid', 'lower', 'capacity', 'that', 'bit', 'empty', 'besides', 'tend', 'bit', 'unpunctual']"
1356,"['episode', 'the', 'real', 'global', 'covid', 'summit', 'via']"
1357,"['oh', 'either', 'motion', 'sickness', 'fly', 'couple', 'ago', 'worst', 'except', 'sick', 'people', 'covid', 'disgusting', 'luckily', 'mask']"
1358,"['funded', 'lab', 'director', 'ahead', 'of', 'potential', 'covid', 'investigation']"
1359,"['bush', 'have', 'covid']"
1360,"['this', 'weird', 'school', 'back', 'very', 'strange', 'it', 'must', 'something', 'caught', 'covid', 'also', 'head', 'school', 'guess', 'think', 'connection']"
1361,"['when', 'sister', 'accidentally', 'drink', 'bad', 'enough', 'remember', 'covid']"
1362,"['let', 'also', 'forget', 'state', 'covid', 'management', 'took', 'brunt', 'criticism', 'press', 'public', 'the', 'federal', 'government', 'stepped', 'thought', 'would', 'claim', 'vaccine', 'roll', 'win', 'this', 'propaganda']"
1363,"['oh', 'aneurysm', 'far', 'dangerous', 'congenital', 'defect', 'vessel', 'small', 'clot', 'likely', 'small', 'stroke', 'injection', 'dissolve', 'clot', 'good', 'go', 'long', 'he', 'blood', 'he', 'fib', 'covid']"
1364,"['away', 'covid', 'may', 'um', 'seeing', 'anything', 'even', 'spot', 'goes']"
1365,"['if', 'impeachment', 'removed', 'time', 'people', 'the', 'border', 'covid', 'public', 'safety', 'much']"
1366,"['not', 'silly', 'truth', 'it', 'shorten', 'covid', 'season', 'half', 'league', 'even', 'legit', 'got', 'long', 'rest', 'last', 'year']"
1367,"['bush', 'covid', 'survival', 'rate', 'talking', 'taking', 'seriously', 'go', 'drink', 'government', 'bill']"
1368,"['the', 'silver', 'lining', 'covid', 'less', 'mass', 'now', 'back', 'nothing', 'gun', 'epidemic']"
1369,"['don', 'let', 'covid', 'bring', 'instead', 'read', 'book']"
1370,"['an', 'increase', 'following', 'deliberate', 'self', 'harm', 'covid', 'social']"
1371,"['covid', 'case', 'fatality', 'risk', 'infection', 'fatality', 'risk', 'important', 'help', 'guide', 'pandemic', 'response']"
1372,"['lot', 'covid', 'it', 'drastic', 'decline', 'innate', 'death', 'cancer', 'heart', 'disease', 'nearly', 'went', 'away', 'completely']"
1373,"['as', 'think', 'obvious', 'but', 'high', 'risk', 'covid', 'according', 'since', 'covid', 'total', 'covid', 'high', 'risk']"
1374,"['did', 'stop', 'visit', 'lost', 'love', 'covid']"
1375,"['just', 'tested', 'positive', 'covid', 'least', 'get', 'watch', 'lottery', 'next', 'week']"
1376,"['oh', 'know', 'many', 'people', 'tell', 'fascism', 'left', 'wing', 'covid', 'exist', 'else', 'dumb', 'people', 'flock', 'right', 'their', 'target']"
1377,"['bitch', 'got', 'covid']"
1378,"['went', 'yesterday', 'first', 'time', 'since', 'came', 'covid', 'today', 'barely', 'couch']"
1379,"['all', 'must', 'provide', 'proof', 'negative', 'covid', 'test', 'taken', 'three', 'days', 'event', 'provided', 'closer', 'event']"
1380,"['hope', 'wrong', 'fear', 'people', 'test', 'like', 'whole', 'school', 'sadly', 'develop', 'long', 'covid', 'illness', 'disruption', 'see', 'common', 'sense', 'prevail', 'and', 'maybe', 'lucky', 'better']"
1381,"['plus', 'many', 'dealing', 'long', 'term', 'perm', 'side', 'effects', 'result', 'covid', 'part', 'local', 'fed', 'decided', 'act', 'and', 'high', 'risker', 'decide', 'medical', 'put', 'yet', 'choir']"
1382,"['covid', 'vaccine', 'near', 'you', 'visit', 'page']"
1383,"['can', 'collectively', 'agree', 'stop', 'covid', 'health', 'check', 'like', 'sick', 'either', 'going', 'decent', 'thing', 'cancel', 'wired', 'lie', 'the', 'nothing', 'waste', 'time', 'lot', 'us']"
1384,"['finally', 'caught', 'covid', 'need', 'someone', 'walk', 'dog']"
1385,"['if', 'number', 'people', 'world', 'covid', 'argue', 'obvious', 'group', 'lab', 'million', 'people', 'hello', 'no', 'one', 'trump', 'conspiracy', 'it', 'trump']"
1386,"['here', 'something', 'found', 'can', 'covid', 'breast', 'milk', 'current', 'evidence', 'breast', 'milk', 'likely', 'spread', 'virus', 'covid', 'vaccination', 'people', 'pregnant', 'breastfeeding', 'trying', 'get', 'pregnant']"
1387,"['covid', 'online勉強会', 'visit', 'page']"
1388,"['as', 'truth', 'proven', 'say', 'easter', 'bank', 'holiday', 'never', 'state', 'bank', 'holiday', 'weekend', 'other', 'aswell', 'the', 'covid', 'still', 'massively', 'age', 'related', 'expect', 'young', 'hold', 'life']"
1389,"['covid', 'online勉強会', 'visit', 'page']"
1390,"['just', 'recent', 'fact', 'sports', 'in', 'league', 'without', 'covid', 'fox', 'sports', 'still', 'digitally', 'fake', 'crowd', 'near', 'try', 'line']"
1391,"['wake', 'up', 'we', 'never', 'going', 'back', 'our', 'covid', 'world', 'this', 'is', 'how', 'it', 'all', 'covid', 'covid']"
1392,"['thank', 'my', 'law', 'father', 'law', 'covid', 'well', 'past', 'celebrate', 'law', 'sometime', 'week']"
1393,"['three', 'days', 'easy', 'covid', 'body']"
1394,"['we', 'intended', 'add', 'roof', 'side', 'patio', 'first', 'barn', 'shed', 'built', 'covid', 'lumber', 'hard', 'come', 'still', 'far', 'higher', 'least', 'enjoy', 'summer', 'fall']"
1395,"['covid', 'good', 'news']"
1396,"['my', 'profile', 'picture', 'actually', 'covid', 'mask', 'know']"
1397,"['all', 'glory', 'man', 'through', 'injury', 'covid', 'made', 'podium', 'my', 'high', 'school', 'journey', 'pray', 'chance', 'next', 'level', 'this', 'summer', 'full', 'hard', 'work', 'getting', 'ready', 'next', 'level']"
1398,"['wish', 'listen', 'if', 'all', 'deserve', 'exemption', 'purely', 'political', 'covid', 'help', 'along', 'all', 'keep', 'military', 'safe', 'ready', 'this', 'following', 'troop', 'readiness']"
1399,"['welcome', 'living', 'covid']"
1400,"['alert', 'that', 'like', 'little', 'love', 'montage', 'the', 'super', 'idea', 'past', 'we', 'know', 'covid', 'the', 'flat', 'fire']"
1401,"['that', 'add', 'actively', 'majority', 'unknown', 'number', 'covid', 'directly', 'pretty', 'much', 'everything', 'covered']"
1402,"['truly', 'put', 'covid', 'behind', 'us', 'we', 'back', 'regular', 'mass', 'nature', 'healing']"
1403,"['the', 'majority', 'people', 'us', 'stupid', 'afraid', 'stand', 'government', 'look', 'easy', 'control', 'came', 'covid']"
1404,"['my', 'personal', 'life', 'surrounding', 'culture', 'mostly', 'communist', 'corrupted', 'trying', 'flee', 'know', 'fled', 'half', 'year', 'prior', 'covid', 'reason', 'cost', 'living', 'insane', 'taxation', 'corruption']"
1405,"['stroke', 'fairly', 'common', 'sequel', 'covid', 'infection', 'serious', 'always', 'completely', 'honest', 'cognitive', 'function', 'crucial', 'maintain', 'accountability', 'whether', 'mean']"
1406,"['even', 'true', 'really', 'trump', 'told', 'often', 'open', 'amid', 'covid', 'one', 'people', 'trying', 'prevent', 'covid', 'actively', 'trying', 'kill', 'people']"
1407,"['kuba', 'better', 'job', 'covid', 'distribution', 'mist', 'first', 'world', 'despite', 'heavy']"
1408,"['previously', 'show', 'proof', 'vaccination', 'negative', 'covid', 'test', 'proof', 'within', 'country', 'come', 'well', 'fill', 'entry', 'form']"
1409,"['support', 'xi', 'lock', 'worried', 'already', 'might', 'happen', 'neo', 'covid', 'present', 'china', 'could', 'cross', 'omicron', 'know', 'rarely', 'explain', 'honestly']"
1410,"['that', 'covid', 'six', 'vaccine', 'free', 'nationwide', 'choice', 'not', 'even', 'pandemic']"
1411,"['went', 'his', 'great', 'fear', 'covid', 'loathing', 'cheered', 'that', 'gross', 'nasty', 'it', 'minority', 'time', 'tension', 'it', 'exactly', 'decent', 'leader', 'would', 'never']"
1412,"['mixed', 'current', 'state', 'health', 'covid', 'since', 'beginning', 'believe', 'officially', 'tested', 'positive', 'first', 'time', 'ever']"
1413,"['ended', 'bronchitis', 'still', 'want', 'covid', 'thanks']"
1414,"['sure', 'criticize', 'simple', 'mind', 'printing', 'covid', 'relief', 'western', 'criticize', 'so', 'apparently', 'oppose', 'everywhere', 'you', 'dazed', 'confused']"
1415,"['hi', 'engaged', 'health', 'mobile', 'voting', 'able', 'visit', 'aged', 'care', 'given', 'higher', 'covid', 'risk', 'people', 'able', 'apply', 'postal', 'vote', 'visit', 'nearby', 'person', 'voting']"
1416,"['get', 'us', 'covid', 'climate', 'already', 'bill', 'pay', 'certain', 'percentage', 'buy', 'equity', 'giving', 'cash', 'new', 'joint', 'owner', 'eventually', 'government', 'road']"
1417,"['nope', 'took', 'blood', 'covid', 'test', 'well', 'ray', 'taking', 'since', 'really', 'helping', 'went', 'today', 'but', 'many', 'old', 'people', 'people', 'covid', 'decided', 'go', 'home']"
1418,"['really', 'nice', 'see', 'covid', 'country', 'mass', 'shooting', 'problem']"
1419,"['my', 'handle', 'weed', 'blunt', 'like', 'covid']"
1420,"['get', 'covid', 'mistake', 'killing', 'people', 'think', 'incredibly', 'it', 'death', 'previous']"
1421,"['actually', 'seen', 'version', 'vaccine', 'layer', 'without', 'that', 'people', 'ended', 'pandemic', 'resolved', 'covid']"
1422,"['bad', 'cold', 'not', 'covid', 'though', 'but', 'like', 'death', 'grip']"
1423,"['nobody', 'hire', 'crazy', 'bitch', 'worked', 'since', 'covid', 'came', 'job', 'like', 'crazy']"
1424,"['but', 'two', 'days', 'coming', 'home', 'got', 'tiny', 'blister', 'big', 'toe', 'left', 'first', 'three', 'days', 'time', 'bad', 'shape', 'toe', 'first', 'injury', 'also', 'tested', 'positive', 'covid', 'upon', 'return', 'may', 'strengthening', 'infection']"
1425,"['covid', 'hate']"
1426,"['we', 'can', 'not', 'escape', 'threat', 'covid', 'vaccinate', 'world', 'new', 'statesman']"
1427,"['really', 'interesting', 'work', 'exploring', 'occult', 'racially', 'diverse', 'pop', 'no', 'association', 'found', 'race', 'oh', 'covid', 'more', 'work', 'lit', 'ats']"
1428,"['quit', 'covid', 'surge', 'set', 'national', 'record', 'state', 'open', 'anyway', 'got', 'much', 'worse', 'left', 'lot', 'already', 'bad', 'state']"
1429,"['haven', 'gone', 'office', 'since', 'covid', 'dress', 'think']"
1430,"['spangler', 'you', 'correct', 'inflation', 'monetary', 'creation', 'with', 'year', 'delay', 'today', 'inflation', 'result', 'covid', 'stimulus', 'the', 'war', 'small', 'effect', 'food', 'fuel', 'don', 'believe']"
1431,"['muir', 'heartbreaking', 'covid', 'story', 'leaves']"
1432,"['so', 'true', 'repeat', 'way', 'we', 'new', 'disease', 'we', 'want', 'new', 'normal', 'old', 'normal', 'but', 'covid', 'care']"
1433,"['spread', 'faster', 'covid']"
1434,"['regardless', 'people', 'spitting', 'baseless', 'horrific', 'impending', 'doom', 'they', 'absolutely', 'basis', 'make', 'going', 'happen', 'simply', 'know', 'who', 'say', 'covid', 'long', 'term', 'effects', 'much', 'worse']"
1435,"['for', 'young', 'with', 'covid', 'anxiety']"
1436,"['the', 'people', 'get', 'mad', 'china', 'covid', 'go', 'attack', 'one', 'dozen', 'mind', 'of', 'course', 'anyone', 'think', 'every', 'person']"
1437,"['know', 'every', 'team', 'go', 'covid', 'stuff', 'right']"
1438,"['covid', 'making', 'everything', 'taste', 'like', 'vodka', 'diet', 'coke', 'think', 'hell']"
1439,"['accounting', 'bookkeeping', 'equitable', 'fair', 'distribution', 'who', 'goodman', 'specialized', 'elder', 'law', 'is', 'thing', 'covid', 'law', 'what', 'add', 'real', 'life']"
1440,"['covid', 'seven', 'hundred', 'ninety', 'ninth', 'update', 'may']"
1441,"['maybe', 'find', 'covid', 'address', 'that', 'fix']"
1442,"['also', 'covid', 'live', 'fear']"
1443,"['he', 'likely', 'vaccine', 'induced', 'adverse', 'reaction', 'rather', 'covid', 'read', 'blood', 'reaction']"
1444,"['day', 'covid', 'regularly', 'since', 'am', 'so', 'without', 'being', 'able', 'to', 'talk', 'or', 'go', 'on', 'the', 'computer', 'for', 'long', 'time', 'save', 'me']"
1445,"['wondering', 'covid']"
1446,"['it', 'sad', 'since', 'covid', 'usual', 'priest', 'got', 'sick', 'pretty', 'much', 'faithful', 'left', 'away', 'very', 'returned']"
1447,"['also', 'believe', 'us', 'many', 'covid', 'due', 'canada', 'well', 'despite', 'provincially']"
1448,"['like', 'take', 'covid', 'screening', 'test', 'every', 'day', 'fail', 'go', 'home', 'get', 'tested', 'fail', 'covid', 'test', 'dont', 'give', 'time', 'like', 'dont', 'get', 'system', 'man']"
1449,"['it', 'feel', 'like', 'long', 'covid', 'become', 'invisible']"
1450,"['many', 'like', 'last', 'week', 'around', 'anyone', 'good', 'like', 'least', 'people', 'know', 'covid']"
1451,"['tested', 'positive', 'covid']"
1452,"['for', 'knew', 'era', 'technocratic', 'demeanor', 'dead', 'gone', 'event', 'summer', 'leadership', 'deal', 'setback', 'covid']"
1453,"['worked', 'hospital', 'case', 'manger', 'long', 'covid', 'as', 'acute', 'nurse', 'difficulty', 'heavy', 'lifting', 'moving', 'case', 'management', 'gave', 'best', 'contact', 'less', 'physicalness']"
1454,"['absolutely', 'true', 'fact', 'the', 'vast', 'majority', 'people', 'covid', 'since', 'beginning', 'pandemic', 'unvaccinated', 'also', 'fact', 'we', 'need', 'vaccine', 'due', 'omicron', 'but', 'vaccination', 'along']"
1455,"['covid', 'definitely', 'going', 'back', 'safe']"
1456,"['impossible', 'tell', 'no', 'reliable', 'no', 'way', 'tell', 'everyone', 'even', 'mask', 'let', 'alone', 'always', 'if', 'believe', 'got', 'covid', 'first', 'time', 'live', 'rock', 'remote', 'around', 'world', 'covid', 'already']"
1457,"['if', 'trump', 'covid', 'return']"
1458,"['daily', 'confirmed', 'covid', 'per', 'population', 'county', 'for', 'latest', 'covid', 'our', 'analytics', 'team', 'analytics', 'data', 'covid', 'covid']"
1459,"['not', 'fun', 'triple', 'masked', 'everywhere', 'still', 'pervading', 'sense', 'along', 'everyone', 'keep', 'catching', 'covid', 'consolation', 'robust', 'enough', 'might', 'take', 'slightly', 'longer']"
1460,"['if', 'caught', 'covid', 'get', 'good', 'easy', 'never', 'know', 'next', 'variant', 'like']"
1461,"['twister', 'trump', 'popular', 'fine', 'enough', 'least', 'keep', 'michigan', 'close', 'covid', 'even', 'covid', 'thought', 'trump', 'rather', 'unstoppable', 'given', 'bench', 'potential']"
1462,"['day', 'two', 'covid', 'far', 'twice', 'taught', 'crochet']"
1463,"['hong', 'covid', 'new', 'cluster', 'tong']"
1464,"['church', 'goer', 'sadly', 'attack', 'especially', 'covid', 'sickening', 'must', 'stop', 'we', 'start', 'home', 'our', 'family', 'get', 'involved', 'be', 'change', 'saying', 'goes']"
1465,"['market', 'manipulation', 'punching', 'time', 'covid', 'paying', 'fair', 'share', 'huge']"
1466,"['over', 'billion', 'covid', 'unemployment', 'likely', 'lost', 'fraud']"
1467,"['the', 'way', 'censorship', 'board', 'approve', 'china', 'move', 'doubt', 'movie', 'come', 'gotten', 'mid', 'stupid', 'covid']"
1468,"['talking', 'covid', 'hoax', 'need', 'believe']"
1469,"['rush', 'covid', 'exit', 'body', 'dirt', 'pile', 'remains', 'little', 'daily', 'yard', 'wise', 'gutter', 'fix', 'tragic', 'incompetence', 'wait', 'tarp', 'sightly']"
1470,"['just', 'tell', 'covid']"
1471,"['there', 'long', 'covid']"
1472,"['why', 'long', 'covid', 'discussion', 'have', 'people', 'stopped', 'dying', 'ordinary', 'short', 'covid', 'planet']"
1473,"['made', 'immune', 'covid', 'word', 'since', 'got', 'back']"
1474,"['some', 'probably', 'left', 'covid', 'job', 'temporary', 'like', 'teacher', 'year', 'it', 'like', 'people', 'talking', 'discrimination', 'towards', 'general']"
