,Tweets
24,"['after', 'covid', 'never', 'returned', 'work', 'knew', 'sick', 'housework', 'exercise', 'beyond', 'short', 'slow', 'know', 'much', 'tried', 'rest', 'recover', 'keep', 'proving', 'job', 'still', 'sick', 'get', 'time']"
25,"['my', 'current', 'husband', 'exactly', 'covid', 'mine', 'lot', 'adorable']"
26,"['oh', 'hey', 'covid', 'free', 'wait', 'go', 'back', 'school']"
27,"['as', 'species', 'covid', 'minimizer', 'successful', 'hunting', 'ground', 'us', 'luckily', 'recently', 'influence', 'far', 'limited', 'canada', 'remains', 'and', 'obvious', 'see']"
28,"['tried', 'vote', 'trump', 'opinion', 'experience', 'voter', 'never', 'seen', 'much', 'fraud', 'deception', 'when', 'covid', 'mail', 'knew', 'right', 'mad']"
29,"['as', 'one', 'term', 'covid', 'minimizer', 'try', 'explain', 'basically', 'group', 'disregard', 'precautionary', 'principle', 'blood', 'sars', 'sars', 'routinely']"
30,"['thought', 'covid', 'back', 'march', 'ended', 'flu', 'might', 'worth', 'getting', 'tested']"
31,"['first', 'booster', 'considered', 'crucial', 'extending', 'covid', 'immunity', 'primary', 'health', 'care', 'system', 'life', 'threateningly', 'anemic', 'set', 'readily', 'take', 'public', 'health', 'mission', 'even', 'pandemic', 'regular', 'source', 'medical', 'care']"
32,"['the', 'timing', 'horrific', 'especially', 'since', 'governor', 'went', 'hard', 'close', 'covid']"
33,"['also', 'grateful', 'wealth', 'domestic', 'staff', 'covid', 'experience', 'much', 'easier']"
34,"['so', 'cool', 'fun', 'think', 'time', 'vulnerable', 'dying', 'en', 'masse', 'white', 'people', 'busy', 'dying', 'en', 'masse', 'covid', 'sarcasm']"
35,"['smaller', 'classes', 'covid', 'plus', 'available', 'training', 'series']"
36,"['prime', 'membership', 'cost', 'the', 'covid', 'shutdown', 'made', 'coming', 'shut', 'strong', 'strained', 'supply', 'keeping', 'demand', 'russia', 'cost', 'gas']"
37,"['that', 'thing', 'said', 'covid', 'first', 'as', 'history', 'would', 'true']"
38,"['and', 'warning', 'fall', 'rough', 'covid', 'wise', 'our', 'increasing']"
39,"['high', 'employment', 'he', 'lost', 'and', 'million', 'people', 'dead', 'handling', 'pandemic', 'trump', 'disease', 'top', 'covid']"
40,"['covid', 'highest', 'peak', 'fatality', 'rate', 'past', 'overall', 'better', 'despite', 'much', 'lower', 'vaccination', 'rate', 'at', 'one', 'time', 'assumed']"
41,"['yeah', 'covid', 'disaster', 'but', 'international', 'press', 'mainly', 'part', 'see', 'economist', 'literally', 'wrote', 'guess', 'ignore', 'fear']"
42,"['since', 'march', 'got', 'covid', 'flu', 'common', 'cold', 'hit', 'harder']"
43,"['weekly', 'clear', 'downtrend', 'market', 'correction', 'need', 'test', 'over', 'next', 'target', 'covid', 'low', 'paint']"
44,"['top', 'story', 'the', 'covid', 'capitulation', 'eric', 'ground', 'see']"
45,"['shay', 'davison', 'absolutely', 'read', 'he', 'national', 'public', 'figure', 'that', 'comes', 'this', 'stroke', 'covid', 'sprain', 'forever', 'change', 'ability', 'function', 'leaves', 'open', 'additional', 'health']"
46,"['title', 'hold', 'covid', 'bill', 'blackmail', 'hey', 'nancy', 'close', 'border', 'stop', 'giving', 'money', 'away']"
47,"['so', 'housing', 'expert', 'stop', 'covid', 'expert', 'help', 'first', 'home']"
48,"['wellington', 'exactly', 'almost', 'everyone', 'west', 'exposed', 'covid', 'via', 'transmission', 'immunization', 'omicron', 'immune', 'naive', 'people', 'china', 'lost', 'strength']"
49,"['translational', 'excited', 'translational', 'research', 'covid', 'come', 'join', 'north', 'building', 'area', 'hall', 'ats', 'see']"
50,"['everyone', 'house', 'covid', 'so', 'week', 'go', 'super', 'fast', 'cool']"
51,"['went', 'today', 'looking', 'next', 'formula', 'formula', 'empty', 'could', 'believe', 'it', 'reminiscent', 'covid', 'first', 'worse']"
52,"['covid', 'exceed', 'dead']"
53,"['spring', 'break', 'covid', 'full', 'swing', 'get', 'even', 'know', 'back', 'it', 'pretty', 'wild', 'reminisce', 'time', 'like', 'lifetime', 'ago']"
54,"['with', 'covid', 'rising', 'education', 'stress', 'need', 'safety', 'public', 'via']"
55,"['wonder', 'whats', 'kill', 'first', 'covid', 'depression', 'job']"
56,"['the', 'does', 'not', 'protect', 'infection', 'does', 'not', 'prevent', 'transmission', 'infected', 'does', 'not', 'prevent', 'death', 'covid', 'only', 'thing', 'likely', 'get', 'transmit', 'die', 'covid', 'disease', 'myocarditis', 'pericarditis', 'cancer']"
57,"['maybe', 'next', 'time', 'someone', 'sick', 'covid', 'stay', 'breathing', 'son', 'know']"
58,"['the', 'problem', 'soon', 'easy', 'able', 'healthy', 'people', 'cite', 'covid', 'fatigue', 'minor', 'justify', 'risk', 'taken', 'media', 'phrase', 'country', 'justify', 'removing', 'safety', 'who', 'tired']"
59,"['population', 'afford', 'everybody', 'unfairly', 'hurt', 'covid', 'hurt', 'little', 'less', 'the', 'plan', 'specific', 'correct', 'structural', 'program', 'ford', 'simply', 'turned', 'blind', 'eye', 'towards']"
60,"['pearl', 'jam', 'drummer', 'tested', 'positive', 'covid', 'mill', 'valley', 'stepped', 'concert']"
61,"['consent', 'course', 'that', 'would', 'also', 'kind', 'sense', 'overcome', 'covid', 'instead', 'seeing', 'improvement', 'depending', 'used', 'ventilator', 'help', 'patient', 'breathe', 'tried', 'read', 'super']"
62,"['how', 'many', 'covid']"
63,"['daily', 'confirmed', 'covid', 'per', 'population', 'county', 'for', 'latest', 'covid', 'our', 'analytics', 'team', 'analytics', 'data', 'covid', 'covid']"
64,"['pretty', 'sure', 'covid', 'point', 'actually', 'life']"
65,"['study', 'people', 'covid', 'absolutely', 'no', 'whatsoever', 'weird', 'someone', 'covid', 'good', 'antibody', 'wise', 'sorry', 'going']"
66,"['permanent', 'the', 'immune', 'response', 'vaccine', 'may', 'long', 'lasting', 'although', 'covid', 'but', 'body', 'immune', 'system', 'rapidly', 'they', 'like', 'respect', 'may', 'linger']"
67,"['create', 'covid', 'jail']"
68,"['we', 'say', 'hate', 'many', 'covid', 'hatred', 'limited', 'voting', 'he', 'like', 'trust', 'secret', 'good', 'peace', 'love', 'ladies']"
69,"['stupid', 'covid', 'worn', 'today']"
70,"['amen', 'no', 'long', 'short', 'medium', 'super', 'covid', 'just', 'mild', 'virus', 'lied']"
71,"['anyone', 'gotten', 'covid', 'test', 'hall', 'recently', 'is', 'generally', 'busy', 'do', 'get', 'back', 'fast']"
72,"['north', 'pandemic', 'well', 'general', 'facing', 'weakening', 'variant', 'covid', 'similar', 'flu', 'situation', 'cold', 'dry', 'resistant', 'virus', 'spread', 'according', 'global', 'campaign']"
73,"['not', 'going', 'slag', 'love', 'hope', 'goes', 'well', 'but', 'eye', 'roll', 'not', 'cool', 'covid', 'money', 'tight', 'you', 'get', 'money', 'play', 'awesome', 'get', 'eye', 'roll']"
74,"['my', 'son', 'came', 'home', 'college', 'tested', 'positive', 'covid', 'we', 'quarantine', 'foreseeable', 'future', 'calling', 'everyone', 'know', 'near', 'us', 'last', 'three', 'days', 'house', 'anxious', 'trying', 'freak']"
75,"['how', 'vote', 'catch', 'covid', 'election', 'week', 'how', 'phone', 'voting', 'going', 'work']"
76,"['how', 'much', 'money', 'covid', 'guess', 'enough', 'retire']"
77,"['say', 'covid', 'fixed', 'lot']"
78,"['you', 'never', 'believe', 'flu', 'still', 'get', 'flu', 'if', 'remove', 'still', 'get', 'cancer', 'the', 'fact', 'still', 'know', 'covid', 'works', 'love', 'rogan', 'hate', 'ignorance']"
79,"['covid', 'hit', 'predict', 'another', 'omicron', 'variant', 'spike', 'coming']"
80,"['be', 'close', 'used', 'go', 'beach', 'time', 'could', 'get', 'best', 'fish', 'ever', 'eaten', 'haven', 'since', 'covid', 'though']"
81,"['let', 'see', 'current', 'science', 'said', 'covid', 'effective', 'next', 'day', 'science', 'categorically', 'vaccine', 'effectiveness', 'same', 'science', 'men', 'ride', 'lift', 'an', 'impossibility', 'prove', 'the', 'earth', 'stationary']"
82,"['then', 'ask', 'covid', 'infected', 'nursing', 'another']"
83,"['even', 'covid', 'vaccine', 'approximately', 'the', 'economy', 'sixth', 'real', 'trillion', 'among', 'world', 'growing']"
84,"['true', 'say', 'but', 'different', 'time', 'joe', 'incredible', 'amount', 'deal', 'all', 'covid', 'war', 'lot']"
85,"['kim', 'un', 'north', 'military', 'stabilize', 'drug', 'supply', 'amid', 'covid', 'outbreak', 'by']"
86,"['this', 'vaccine', 'may', 'save', 'life', 'keep', 'covid', 'sickness', 'minor', 'level']"
87,"['dag', 'close', 'like', 'early', 'covid', 'dangerous']"
88,"['may', 'movie', 'experience', 'jerk', 'covid', 'free', 'good', 'luck']"
89,"['when', 'see', 'corporate', 'media', 'who', 'courage', 'call', 'public', 'health', 'response', 'canada', 'still', 'needs', 'covid', 'response']"
90,"['tested', 'positive', 'covid']"
91,"['hong', 'is', 'tracing', 'covid', 'in', 'sewage', 'here', 'why']"
92,"['could', 'argument', 'made', 'potential', 'trump', 'office', 'continued', 'demonstrable', 'influence', 'covid', 'response']"
93,"['oh', 'heck', 'good', 'starting', 'wonder', 'one', 'caught', 'covid', 'yet']"
94,"['my', 'feel', 'like', 'airplane', 'flight', 'hear', 'covid', 'man']"
95,"['covid', 'got', 'food', 'taste', 'good', 'even', 'coffee', 'like', 'crap']"
96,"['well', 'except', 'want', 'make', 'sacrifice', 'dying', 'covid', 'keep', 'economy', 'strong']"
97,"['this', 'particular', 'scourge', 'got', 'start', 'boom', 'times', 'social', 'media', 'taking', 'reflexively', 'position', 'opinion', 'covid', 'vaccine', 'money', 'prestige']"
98,"['trump', 'cabal', 'dereliction', 'graph', 'quote', 'by', 'late', 'by', 'opinion', 'article', 'republican', 'actively', 'covid', 'health']"
99,"['luck', 'worst', 'get', 'covid', 'car', 'accident', 'span']"
100,"['eu', 'ramping', 'covid']"
101,"['covid', 'steal', 'money']"
102,"['we', 'right', 'away', 'disaster', 'never', 'marathon', 'sprint', 'director', 'royal', 'hospital', 'prof', 'back', 'hospital', 'covid', 'response']"
103,"['in', 'know', 'gaming', 'industry', 'works', 'company', 'delay', 'covid', 'back', 'deserve', 'criticism', 'cause', 'to', 'yes', 'covid', 'hold', 'back', 'last', 'long']"
104,"['ya', 'know', 'in', 'bubble', 'heat', 'best', 'four', 'garbage', 'stop', 'bubble', 'anything', 'season', 'fraud', 'day', 'covid', 'scratches']"
105,"['giving', 'extra', 'covid', 'money']"
106,"['going', 'speak', 'wcef', 'wcef', 'cover', 'dao', 'meta', 'first', 'major', 'post', 'covid', 'event', 'bay', 'area', 'book', 'ticket']"
107,"['sick', 'government', 'stupid', 'super', 'stop', 'dip', 'superannuation', 'covid', 'rising', 'house', 'instead', 'telling', 'dip', 'retirement', 'fund']"
108,"['north', 'explosive', 'covid', 'outbreak', 'from', 'days', 'via']"
109,"['he', 'bang', 'job', 'beginning', 'career', 'only', 'government', 'could', 'someone', 'mess', 'badly', 'still', 'around', 'later', 'covid']"
110,"['heat', 'vapor', 'mask', 'carrying', 'covid', 'incomprehensible', 'moron', 'the', 'science', 'work', 'delete', 'account', 'your', 'stupidity', 'getting', 'people']"
111,"['yea', 'one', 'basic', 'counter', 'no', 'one', 'explain', 'function', 'protect', 'forcing', 'people', 'covid', 'therefore', 'unconstitutional', 'so']"
112,"['that', 'would', 'follow', 'advice', 'would', 'choose', 'continue', 'hold', 'super', 'spreader', 'indoors', 'despite', 'supposedly', 'intelligent', 'people', 'increase', 'covid', 'daily', 'stupid']"
113,"['union', 'not', 'one', 'believe', 'took', 'covid', 'none']"
114,"['paying', 'million', 'whatever', 'offer', 'cap', 'rise', 'would', 'issue', 'maybe', 'universe', 'covid']"
115,"['not', 'around', 'several', 'people', 'covid', 'flu', 'still', 'get', 'sick', 'family', 'four', 'house', 'movie', 'night', 'days', 'later', 'test', 'positive', 'covid', 'get', 'sick', 'week', 'get', 'nd', 'shot', 'and', 'nothing']"
116,"['can', 'tell', 'warren', 'fake', 'fake', 'covid', 'fake']"
117,"['expect', 'roughly', 'lost', 'yr', 'due', 'immunity', 'additional', 'thats', 'people', 'today', 'walk', 'around', 'unmasked', 'understanding', 'covid', 'radar', 'thats', 'living', 'covid', 'and', 'long', 'covid', 'heart', 'failure']"
118,"['if', 'course', 'it', 'election', 'year', 'wait', 'covid', 'variant']"
119,"['sun', 'life', 'financial', 'while', 'covid', 'continued', 'impact', 'underlying', 'earnings', 'business', 'continue', 'strong']"
120,"['informative', 'thread', 'seek', 'care', 'covid']"
121,"['it', 'covid', 'thing', 'think', 'every', 'day']"
122,"['alcohol', 'poisoning', 'even', 'worse', 'covid', 'everything', 'like', 'fever', 'dream', 'nightmare']"
123,"['it', 'hard', 'worked', 'together', 'good', 'outcome', 'it', 'pity', 'still', 'reducing', 'covid']"
124,"['so', 'many', 'family', 'caught', 'covid', 'last', 'first', 'time', 'it', 'rampant', 'mask', 'stay', 'safe']"
125,"['trump', 'your', 'point', 'yeah', 'according', 'definition', 'gave', 'support', 'austerity', 'spending', 'recession', 'like', 'covid', 'opposite', 'austerity']"
126,"['so', 'covid']"
127,"['then', 'go', 'pray', 'white', 'no', 'my', 'white', 'family', 'fuming', 'spoke', 'morning', 'us', 'coming', 'covid', 'new', 'set', 'god', 'please', 'help', 'me', 'god', 'please', 'help']"
128,"['this', 'never', 'gone', 'far', 'once', 'initial', 'ask', 'regarding', 'covid', 'vaccine', 'removed', 'program', 'told', 'pay', 'back', 'training', 'cost', 'failure', 'comply', 'this', 'kind', 'stupidity', 'risk', 'military', 'country']"
129,"['since', 'also', 'tricky', 'since', 'disabled', 'veteran', 'honest', 'always', 'working', 'but', 'make', 'working', 'trough', 'covid', 'continue', 'fall', 'dead', 'get', 'back', 'work']"
130,"['new', 'symptomatic', 'covid', 'asymptomatic']"
131,"['government', 'needing', 'recognition', 'research', 'offer', 'rehabilitation', 'covid', 'long', 'sign', 'petition', 'via']"
132,"['baby', 'unite', 'amazing', 'people', 'choice', 'body', 'covid', 'supreme', 'court', 'law', 'the', 'time', 'abortion', 'used', 'save', 'life', 'take', 'one']"
133,"['love', 'shaking', 'one', 'hand', 'time', 'can', 'pass', 'covid', 'test', 'he', 'spine', 'test']"
134,"['finally', 'got', 'doctoral', 'mail', 'took', 'graduation', 'graduated', 'covid']"
135,"['reading', 'la', 'public', 'health', 'long', 'possible', 'politically', 'cut', 'decided', 'covid', 'in', 'day', 'close', 'best', 'get', 'and']"
136,"['always', 'end', 'blocking', 'mina', 'often', 'read', 'medical', 'advice', 'opinion', 'he', 'longer', 'course', 'medication', 'covid']"
137,"['the', 'thing', 'could', 'keep', 'show', 'last', 'night', 'covid', 'covid', 'rose', 'occasion', 'thanks', 'stepping', 'amazing', 'time', 'episode', 'show', 'tomorrow']"
138,"['may', 'covid', 'least', 'found', 'way', 'win']"
139,"['the', 'spent', 'would', 'much', 'better', 'research', 'little', 'offer', 'suggesting', 'hinder', 'recovery', 'covid', 'spread', 'unmitigated', 'every', 'week']"
140,"['leader', 'military', 'help', 'tackle', 'covid', 'our', 'today']"
141,"['honestly', 'covid', 'mass', 'two', 'hate']"
142,"['little', 'inland', 'the', 'one', 'in', 'area', 'mistaken', 'super', 'crowded', 'super', 'hot', 'probably', 'biggest', 'covid', 'risk', 'taken']"
143,"['severe', 'covid', 'equivalent', 'new', 'study']"
144,"['the', 'truth', 'covid', 'one', 'piece', 'another', 'remove', 'them', 'all']"
145,"['tweet', 'post', 'covid', 'edit', 'soon']"
146,"['bill', 'block', 'people', 'covid', 'that', 'anti', 'hate', 'bill']"
147,"['because', 'covid', 'normal', 'are', 'ill', 'wife', 'sat', 'outside', 'emergency', 'ward', 'big', 'well', 'known', 'hospital', 'over', 'five', 'waiting', 'bed', 'national', 'caught', 'us', 'pants', 'happy']"
148,"['it', 'covid', 'perhaps', 'entirely', 'different', 'if', 'doctor', 'office', 'said', 'think', 'whooping', 'cough', 'laugh', 'office']"
149,"['joey', 'forgotten', 'covid', 'mental', 'health', 'like', 'regarding', 'wearing', 'mask', 'public', 'regarding', 'actual', 'if', 'think', 'intelligent', 'talking', 'absolute', 'moron']"
150,"['worked', 'likely', 'white', 'hate', 'wearing', 'telling', 'people', 'tired', 'covid', 'but', 'yeah', 'like', 'minimum', 'getting']"
151,"['and', 'million', 'prior', 'covid']"
152,"['military', 'stabilize', 'supply', 'amid', 'covid', 'outbreak']"
153,"['wasted', 'rapid', 'test', 'told', 'still', 'fact', 'positive', 'covid', 'pretty', 'negative', 'life']"
154,"['the', 'cynic', 'functionary', 'figured', 'many', 'elderly', 'unwell', 'people', 'die', 'covid', 'positive', 'impact', 'health', 'social', 'welfare', 'taken', 'opportunity', 'reduce', 'expenditure']"
155,"['it', 'totally', 'unacceptable', 'may', 'ask', 'part', 'country', 'region', 'happen', 'thankfully', 'colorado', 'still', 'access', 'multiple', 'free', 'covid', 'testing', 'my', 'hubby', 'got', 'one', 'today']"
156,"['miss', 'this', 'new', 'in', 'us', 'particularly', 'people', 'tested', 'covid', 'exist', 'main', 'way', 'knew', 'prevalent', 'variant', 'you', 'better', 'people', 'us']"
157,"['confirmed', 'myocarditis', 'death', 'covid']"
158,"['pretty', 'honest', 'week', 'mention', 'long', 'covid', 'disappointing']"
159,"['million', 'due', 'covid', 'last', 'two', 'concerned', 'stupid', 'inconvenience', 'what', 'would', 'something', 'really', 'country', 'run', 'away', 'like', 'coward']"
160,"['the', 'media', 'they', 'accurately', 'level', 'current', 'covid', 'surge', 'never', 'link', 'unmasking', 'those', 'precisely', 'covid', 'encourage', 'back', 'normal']"
161,"['so', 'feel', 'breathing', 'covid']"
162,"['good', 'hear', 'mend', 'like', 'nasty', 'period', 'long', 'time', 'have', 'covid', 'long', 'covid', 'it', 'literally', 'felt', 'like', 'burning', 'throat', 'last', 'night', 'sleep', 'due']"
163,"['caveat', 'bedridden', 'fever', 'vertigo', 'whole', 'family', 'tested', 'positive', 'covid', 'weekend', 'something', 'else', 'add', 'pile']"
164,"['da', 'en', 'covid', 'se', 'capital', 'collision', 'medical']"
165,"['guess', 'mass', 'nothing', 'concern', 'what', 'dead', 'covid', 'what', 'white', 'supremacy', 'climate', 'hate', 'your', 'party']"
166,"['never', 'acknowledge', 'enormous', 'amount', 'effort', 'health', 'public', 'service', 'medical', 'personnel', 'put', 'assist', 'deal', 'covid', 'vaccination', 'he', 'leader']"
167,"['my', 'man', 'boarder', 'close', 'since', 'covid']"
168,"['you', 'vote', 'today', 'no', 'need', 'wait', 'go', 'local', 'office', 'already', 'bright', 'clean', 'lack', 'people', 'made', 'feel', 'covid', 'safe']"
169,"['covid', 'response', 'made', 'crazy', 'boast', 'trump', 'added', 'trillion', 'heavy', 'covid', 'spending', 'added', 'trillion', 'year', 'half', 'thanks', 'thank', 'demise']"
170,"['too', 'fast', 'covid', 'shut', 'everything', 'much', 'lower', 'spending', 'once', 'covid', 'went', 'spending', 'spree', 'everything', 'prepared', 'meet', 'demand', 'labor', 'reduced', 'shipping', 'capacity', 'labor']"
171,"['daily', 'confirmed', 'covid', 'per', 'population', 'county', 'for', 'in', 'latest', 'covid', 'our', 'analytics', 'team', 'analytics', 'data', 'covid', 'covid']"
172,"['join', 'one', 'class', 'action', 'media', 'liability', 'protection', 'fraud', 'fraud', 'obvious', 'the', 'covid', 'safe']"
173,"['covid', 'sewage', 'tool']"
174,"['and', 'covid', 'relief', 'going', 'benefit', 'police']"
175,"['get', 'covid', 'ultimate']"
176,"['merch', 'give', 'me', 'merch', 'have', 'covid', 'thing', 'help']"
177,"['at', 'point', 'anyone', 'covid', 'free', 'get', 'tax', 'credit']"
178,"['covid', 'season']"
179,"['watching', 'talking', 'covid', 'it', 'incredibly', 'hard', 'dealing', 'personally', 'wear', 'mask', 'every', 'classroom', 'enter']"
180,"['my', 'friend', 'text', 'talking', 'bout', 'somebody', 'wit', 'tested', 'positive', 'covid', 'drank', 'dont', 'care', 'close', 'drinking', 'drinking', 'especially', 'since', 'covid', 'around']"
181,"['is', 'future', 'aircraft', 'post', 'covid']"
182,"['long', 'covid', 'real', 'another', 'reason']"
183,"['what', 'name', 'person', 'still', 'realize', 'meant', 'stop', 'form', 'getting', 'covid', 'they', 'keep', 'getting', 'bad', 'person', 'medical', 'name']"
184,"['administration', 'new', 'covid', 'wave', 'time', 'fall']"
185,"['fox', 'news', 'remains', 'today', 'bad', 'actor', 'seemingly', 'every', 'situation', 'covid', 'buffalo', 'one', 'face', 'national', 'security', 'democracy', 'fellow']"
186,"['home', 'covid', 'ugh', 'cancersucks']"
187,"['hesitant', 'include', 'covid', 'crash', 'comparison']"
188,"['poll', 'what', 'all', 'very', 'concerned', 'inflation', 'crime', 'illegal', 'immigration', 'abortion', 'climate', 'change', 'covid']"
189,"['posted', 'relentlessly', 'she', 'covid', 'under']"
190,"['seeker', 'answer', 'press', 'covid', 'cure', 'exit', 'strategy', 'like']"
191,"['tell', 'us', 'covid']"
192,"['failure', 'ideology', 'covid', 'outsized', 'impact', 'us', 'the', 'guardian']"
193,"['honeymoon', 'phase', 'covid']"
194,"['covid', 'sar']"
195,"['nearly', 'half', 'covid', 'united', 'made', 'widely', 'available', 'the', 'failure', 'vaccinate', 'say']"
196,"['available', 'plan', 'cover', 'cover', 'la', 'la', 'la', 'no', 'need', 'know', 'tiny', 'human', 'covid', 'can', 'imagine', 'would', 'important', 'know', 'covidbc', 'immunizeunders', 'immunizeunder']"
197,"['meanwhile', 'covid', 'sympathy', 'trip', 'increase', 'polling']"
198,"['this', 'misinformation', 'nobody', 'many', 'people', 'gotten', 'covid', 'many', 'due', 'fraudulent', 'medical', 'liberal', 'insane']"
199,"['allot', 'covid', 'virus', 'raging', 'please', 'get', 'covid', 'wear']"
200,"['so', 'say', 'fox', 'news', 'tucker', 'covid', 'right', 'how', 'sleep', 'night', 'brit', 'how']"
201,"['it', 'funny', 'getting', 'covid', 'far', 'covid', 'bonus', 'murderous', 'rage']"
202,"['the', 'only', 'daughter', 'one', 'top', 'voice', 'struggling', 'covid', 'pandemic', 'suddenly', 'sleep', 'what', 'sad', 'situation', 'child']"
203,"['and', 'abyss', 'it', 'covid', 'balancing', 'budget', 'clear', 'josh']"
204,"['personally', 'booster', 'general', 'flu', 'vaccine', 'covid']"
205,"['know', 'poking', 'fun', 'way', 'similar', 'covid', 'protocol', 'appreciate', 'tho', 'frank']"
206,"['are', 'familiar', 'long', 'covid', 'new', 'evidence', 'time', 'catch', 'covid', 'odds', 'long', 'covid', 'increase', 'and', 'catching', 'covid', 'create', 'herd', 'immunity', 'closer', 'cold', 'flu', 'immunity', 'especially', 'new']"
207,"['else', 'gave', 'covid', 'probably', 'would', 'it', 'would', 'many', 'people', 'trajectory', 'forever', 'but', 'yea', 'stress', 'alive', 'much', 'worse', 'right']"
208,"['biggest', 'listed', 'aged', 'care', 'provider', 'you', 'would', 'think', 'federal', 'government', 'would', 'better', 'covid', 'related', 'see', 'today', 'announcement']"
209,"['funny', 'who', 'behind', 'anti', 'freedom', 'covid']"
210,"['the', 'post', 'meat', 'industry', 'baseless', 'shortage', 'keep', 'open', 'amid', 'covid']"
211,"['these', 'real', 'or', 'recently', 'covid', 'try', 'find', 'photo', 'menu', 'board']"
212,"['vincent', 'talking', 'getting', 'covid', 'recent', 'camp']"
213,"['gratuitous', 'attack', 'anyone', 'critical', 'thinking', 'ability', 'who', 'following', 'science', 'writ', 'large', 'meaning', 'limited', 'unitary', 'medical', 'perspective', 'fact', 'covid', 'tweet', 'is', 'still', 'up']"
214,"['like', 'covid']"
215,"['perry', 'major', 'exception', 'covid', 'year', 'otherwise', 'would', 'found', 'home', 'contender']"
216,"['in', 'defense', 'drop', 'covid']"
217,"['more', 'ignorance', 'obviously', 'mass', 'mentally', 'healthy', 'struggling', 'define', 'vast', 'border', 'illness', 'mental', 'wellness', 'like', 'mil', 'covid', 'related', 'covid', 'virus', 'tell', 'shot', 'stoneman', 'mentally', 'ill']"
218,"['covid', 'rude']"
219,"['drummer', 'got', 'covid', 'the', 'guy', 'knew', 'best', 'hence', 'great', 'set', 'list']"
220,"['maybe', 'trump', 'come', 'formula', 'like', 'covid']"
221,"['stop', 'spread', 'however', 'almost', 'double', 'family', 'covid', 'unvaccinated', 'covid', 'it']"
222,"['tested', 'positive', 'covid', 'third', 'dose', 'don', 'get', 'wrong', 'know', 'coming']"
223,"['if', 'covid', 'test']"
