,Tweets
630,"['imagine', 'many', 'would', 'still', 'alive', 'past', 'administration', 'given', 'covid', 'inability', 'govern', 'even', 'care', 'party', 'responsible']"
631,"['hong', 'is', 'tracing', 'covid', 'in', 'sewage', 'here', 'why']"
632,"['me', 'many', 'days', 'past', 'exposure', 'test', 'covid', 'can', 'make', 'stuff', 'avoid', 'literally', 'express', 'stressful', 'scary', 'thought', 'third', 'round', 'covid', 'wks', 'pregnant']"
633,"['it', 'still', 'trying', 'push', 'narrative', 'long', 'covid', 'aka', 'injured']"
634,"['firstly', 'people', 'voting', 'issue', 'secondly', 'want', 'people', 'gave', 'us', 'covid', 'safe', 'make', 'secure', 'voting']"
635,"['anti', 'funny', 'considering', 'vaccine', 'covid']"
636,"['bush', 'covid', 'damage', 'already']"
637,"['like', 'covid', 'spreading', 'event']"
638,"['why', 'still', 'door', 'knocking', 'covid', 'had', 'someone', 'door', 'last', 'week', 'got', 'bed', 'door', 'tell', 'covid', 'still', 'going', 'spiel', 'had', 'tell', 'stop', 'interested']"
639,['covid']
640,"['positive', 'going', 'eventually', 'figure', 'mast', 'related', 'covid', 'somehow']"
641,"['sad', 'true', 'yet', 'one', 'candidate', 'fear', 'the', 'last', 'leader', 'whipped', 'silence', 'covid']"
642,"['if', 'watch', 'listen', 'video', 'get', 'sense', 'vaccine', 'expert', 'telling', 'everyone', 'covid', 'were', 'are', 'worst', 'thing', 'natural', 'immunity', 'would', 'best']"
643,"['canada', 'death', 'rate', 'covid', 'us', 'death', 'rate']"
644,"['tell', 'tested', 'covid', 'front', 'row', 'tonight']"
645,"['calling', 'must', 'read', 'the', 'bunk', 'important', 'preposterous', 'they', 'beget', 'beget', 'long', 'covid', 'beget', 'sickness', 'they', 'also', 'underpinning', 'new']"
646,"['since', 'release', 'investigation', 'report', 'covid', 'transmission', 'relevant', 'us', 'many', 'times', 'covid', 'covid', 'covid', 'omicron']"
647,"['not', 'go', 'want', 'think', 'recognize', 'regardless', 'people', 'still', 'spreading', 'covid', 'going', 'the', 'way', 'go', 'even', 'went', 'rage', 'last', 'month', 'point', 'live', 'little', 'risk', 'covid', 'guess']"
648,"['year', 'old', 'ca', 'pearl', 'jam', 'concert', 'after', 'band', 'drummer', 'covid']"
649,"['covid', 'labor', 'crunch', 'hit', 'restaurant', 'industry']"
650,"['daily', 'confirmed', 'covid', 'per', 'population', 'county', 'for', 'id', 'latest', 'covid', 'our', 'analytics', 'team', 'analytics', 'data', 'covid', 'covid']"
651,"['you', 'relatively', 'healthy', 'long', 'get', 'covid', 'year', 'since', 'cumulative', 'damage']"
652,"['talk', 'right', 'wing', 'covid', 'watch', 'basketball', 'matter', 'hue', 'nice', 'try', 'though', 'good', 'luck', 'canada', 'new', 'right', 'the', 'covid', 'denial', 'good', 'start', 'make', 'you', 'way']"
653,"['the', 'optics', 'trade', 'mission', 'poor', 'nothing', 'accurate', 'there', 'number', 'back', 'door', 'federal', 'province', 'result', 'covid', 'don']"
654,"['school', 'child', 'care', 'drove', 'yes', 'work', 'mitigate', 'spread', 'covid', 'making', 'safe', 'additionally', 'refusing', 'provide', 'adequate', 'support', 'especially', 'isolate']"
655,"['say', 'covid', 'went', 'vaccine', 'pent', 'demand', 'surge', 'historical', 'the', 'crisis', 'immigration', 'political', 'football', 'it', 'top', 'list']"
656,"['to', 'fair', 'people', 'covid', 'concentration', 'people', 'check', 'police', 'show', 'home']"
657,"['yeah', 'game', 'fully', 'heat', 'team', 'bam', 'thumb', 'surgery', 'days', 'later', 'coming', 'back', 'covid', 'jimmy']"
658,"['probably', 'also', 'covid']"
659,"['the', 'way', 'concern', 'take', 'reduce', 'absolute', 'number', 'covid', 'us', 'business', 'civil', 'society', 'actively', 'choosing', 'normalize', 'high', 'transmission', 'this', 'criminal', 'negligence']"
660,"['seeing', 'questionable', 'handling', 'covid', 'crisis', 'opposition', 'serious', 'reflection']"
661,"['but', 'family', 'member', 'mine', 'covid', 'prisoner', 'another', 'nursing', 'home', 'confined', 'room', 'torture']"
662,"['when', 'plan', 'bag', 'foreign', 'country', 'bagged', 'covid', 'instead']"
663,"['covid', 'vaccination', 'evolve', 'time', 'who', 'due', 'dose', 'via']"
664,"['yeah', 'looking', 'siphon', 'gas', 'get', 'work', 'lucky', 'us', 'times', 'many', 'covid', 'man', 'really', 'lucky']"
665,"['if', 'covid', 'would', 'done', 'well']"
666,"['doctor', 'vaccine', 'covid', 'vaccine', 'media', 'wrongful', 'death', 'case']"
667,"['wait', 'the', 'nanny', 'state', 'first', 'covid', 'the', 'nanny', 'state', 'kept', 'us', 'safe', 'the', 'chase', 'sickening']"
668,"['yes', 'tissue', 'tropism', 'syphilis', 'host', 'bacteria', 'tissue', 'build', 'tried', 'tell', 'everyone', 'syphilis', 'proof', 'testing', 'covid']"
669,"['so', 'actually', 'used', 'stay', 'absolutely', 'safe', 'continued', 'use', 'covid', 'seriously']"
670,"['well', 'thank', 'read', 'lot', 'crap', 'twitter', 'nice', 'hear', 'but', 'honestly', 'say', 'covid', 'bit', 'much', 'understatement', 'historian', 'specialized', 'century']"
671,"['why', 'news', 'organization', 'giving', 'bill', 'single', 'second', 'talk', 'covid', 'he', 'not', 'doctor', 'or', 'scientist', 'why', 'covid']"
672,"['not', 'true', 'but', 'trump', 'knew', 'covid', 'deadly', 'virus', 'would', 'kill', 'millions', 'people', 'nothing', 'lied', 'lied', 'lied', 'costing', 'unnecessary', 'death', 'people']"
673,"['big', 'government', 'big', 'control', 'hate', 'think', 'would', 'covid', 'probably', 'endless']"
674,"['hong', 'is', 'tracing', 'covid', 'in', 'sewage', 'here', 'why']"
675,"['got', 'original', 'recipe', 'covid', 'back', 'march', 'think', 'yo', 'yo', 'recovery', 'annoying', 'part', 'kept', 'feeling', 'better', 'worse', 'better', 'worse', 'damn', 'near', 'june']"
676,"['no', 'covid', 'season', 'short']"
677,"['and', 'limiting', 'spread', 'covid', 'better', 'mental', 'health']"
678,"['from', 'lady', 'use', 'super', 'escape', 'where', 'supposed', 'super', 'coming', 'considering', 'made', 'everyone', 'use', 'bail', 'covid', 'pandemic']"
679,"['first', 'day', 'back', 'work', 'covid', 'already', 'looking', 'forward', 'going', 'bed', 'can', 'not', 'imagine', 'without', 'vaccine']"
680,"['let', 'pray', 'covid']"
681,"['damn', 'you', 'can', 'perform', 'on', 'flex', 'because', 'of', 'you', 'can', 'you', 'covid', 'please', 'get', 'off', 'of', 'this', 'stupid', 'planet', 'and', 'never', 'come', 'back', 'again']"
682,"['good', 'point', 'doctor', 'told', 'young', 'man', 'know', 'take', 'covid', 'cause', 'myocarditis', 'thankfully', 'follow', 'advice']"
683,"['waiting', 'couple', 'mass', 'make', 'news', 'covid', 'inflation', 'gas', 'news', 'ran', 'scare', 'factor']"
684,"['people', 'still', 'get', 'covid', 'know', 'never']"
685,"['incredibly', 'incredibly', 'sick', 'probably', 'covid', 'am', 'going', 'sit', 'straight', 'bed', 'still', 'watch', 'yes', 'you', 'may', 'ask', 'lay', 'my', 'body', 'physically', 'cant', 'like', 'covid', 'flue', 'usually', 'get', 'flu', 'bad']"
686,"['call', 'congress', 'tell', 'pass', 'covid']"
687,"['the', 'plot', 'keep', 'open', 'during', 'covid', 'health', 'covid', 'justice']"
688,"['now', 'formal', 'covid', 'positive', 'was', 'hide', 'attempt', 'swap', 'nick', 'formal']"
689,"['you', 'read', 'graph', 'right', 'it', 'spiked', 'covid', 'otherwise', 'trend', 'line']"
690,"['political', 'way', 'he', 'went', 'swimming', 'pool', 'congress', 'exposed', 'covid']"
691,"['finally', 'enough', 'covid', 'is', 'little', 'late']"
692,"['getting', 'covid', 'twice']"
693,"['boston', 'shut', 'covid', 'mean', 'guess', 'cool', 'city', 'parade', 'go', 'bring']"
694,"['covid', 'definitely', 'back']"
695,"['sadly', 'total', 'covid', 'new', 'pass', 'mark', 'week', 'population']"
696,"['fringe', 'that', 'paper', 'covid', 'infection', 'vaccination']"
697,"['cause', 'covid', 'apparently']"
698,"['so', 'hear', 'finally', 'caught', 'covid', 'sorry', 'hope', 'feeling', 'better', 'soon', 'if', 'encounter', 'someone', 'catching', 'em', 'pretty', 'darn', 'good', 'next']"
699,"['would', 'like', 'verification', 'anti', 'covid', 'medication', 'certain', 'am', 'aware', 'case', 'the', 'person', 'concerned', 'elderly', 'health', 'but', 'prescription']"
700,"['are', 'actually', 'upset', 'think', 'one', 'but', 'certainly', 'stung', 'covid', 'year', 'probably', 'win', 'blowing', 'lead']"
701,"['native', 'get', 'vote', 'right', 'done', 'away', 'yet', 'so', 'count', 'female', 'native', 'everyone', 'one', 'someone', 'covid', 'everyone', 'someone', 'whose', 'family', 'hurt', 'gun', 'violence']"
702,"['these', 'primary', 'care', 'get', 'advice', 'covid', 'meanwhile', 'kind', 'covid', 'education', 'providing']"
703,"['state', 'media', 'canada', 'stopping', 'time', 'government', 'covid', 'people', 'order', 'let', 'enter', 'public', 'transportation', 'threatening', 'rate']"
704,"['my', 'job', 'sent', 'covid', 'rising', 'saying', 'might', 'implement', 'next', 'keep', 'people', 'office', 'getting', 'hope', 'really', 'go']"
705,"['pondy', 'daily', 'covid', 'single', 'digit', 'health', 'news']"
706,"['for', 'interested', 'covid', 'astounding', 'what', 'think', 'mary']"
707,"['couple', 'ago', 'wrote', 'subject', 'line', 'butt', 'covid', 'think', 'might', 'misunderstood']"
708,"['fleury', 'when', 'wear', 'mask', 'immune', 'protect', 'is', 'see', 'example', 'wear', 'mask', 'protect', 'elderly', 'immune', 'little', 'kindness', 'spread', 'rather', 'spread', 'covid']"
709,"['the', 'covid', 'hidden', 'toll', 'via']"
710,"['official', 'but', 'covid']"
711,"['they', 'need', 'take', 'advantage', 'covid', 'moratorium', 'make', 'goes', 'principle']"
712,"['inflation', 'rate', 'inauguration', 'trillion', 'covid', 'bill', 'propose', 'trillion', 'build', 'back', 'better', 'spending', 'plan', 'trillion', 'infrastructure', 'invasion']"
713,"['especially', 'many', 'people', 'know', 'single', 'working', 'low', 'paying', 'work', 'still', 'considered', 'essential', 'one', 'work', 'last', 'week', 'despite', 'covid', 'withdraw', 'super']"
714,"['bring', 'covid', 'pay', 'back']"
715,"['it', 'sure', 'way', 'covid', 'primer', 'home', 'the', 'media', 'far', 'right', 'many']"
716,"['great', 'article', 'bureau', 'covid', 'sad', 'time', 'us', 'top', 'vaccine', 'procurement', 'massive', 'failure', 'trust', 'willingness', 'look', 'still', 'saved', 'countless']"
717,"['fringe', 'those', 'really', 'false', 'not', 'like', 'talking', 'those', 'people', 'covid', 'may', 'may', 'fully', 'might', 'play', 'long', 'covid', 'well', 'early', 'days', 'let', 'see', 'come']"
718,"['the', 'risk', 'winding', 'hospital', 'vent', 'dying', 'directly', 'covid', 'may', 'small', 'however', 'disease', 'high', 'besides', 'long', 'term', 'like', 'brain', 'damage', 'risk', 'diabetes', 'fatigue']"
719,"['think', 'necessary', 'think', 'covid', 'vaccine', 'helpful', 'think', 'good', 'mayor']"
720,"['north', 'covid', 'new', 'fever', 'people', 'people', 'from', 'end', 'last', 'may', 'th', 'total', 'number', 'sick', 'people', 'nationwide', 'the', 'total', 'number', 'far']"
721,"['the', 'plot', 'keep', 'open', 'during', 'covid']"
722,"['low', 'white', 'blood', 'count', 'maybe', 'would', 'count', 'plan', 'community', 'seeing', 'lot', 'covid', 'he', 'adamant', 'qualify', 'turned']"
723,"['they', 'it', 'development', 'program', 'every', 'top', 'guy', 'sent', 'main', 'roster', 'biggest', 'crowd', 'covid', 'they', 'recruit', 'covid', 'they', 'full', 'sail', 'university', 'crowd', 'worst']"
724,"['hiatus', 'lovely', 'pedicure', 'package', 'appointment', 'go', 'week', 'shutdown', 'covid', 'never', 'actually', 'though']"
725,"['covid', 'contract', 'could', 'sacked', 'amid', 'winding', 'test', 'protect']"
726,"['highly', 'doubt', 'ever', 'actually', 'got', 'covid', 'he', 'didnt', 'even', 'vaccinate']"
727,"['covid', 'virus', 'medication', 'how', 'rude', 'say', 'mother', 'getting', 'older', 'bloody', 'cheek']"
728,"['this', 'he', 'different', 'wrongly', 'scapegoat', 'covid', 'caste', 'system', 'keeping']"
729,"['day', 'late', 'dollar', 'short', 'cover', 'least', 'late', 'every', 'wave', 'god', 'many', 'state', 'leftover', 'covid', 'money', 'fed', 'fed', 'real', 'sick']"
730,"['say', 'truth', 'revealed', 'covid', 'find', 'election', 'why', 'even', 'go', 'ahead', 'the', 'eurovision', 'song', 'contest', 'already', 'know', 'winner', 'people', 'wake', 'lose', 'lose', 'win', 'win', 'signature']"
731,"['over', 'covid', 'study', 'shown', 'number', 'would']"
732,"['busted', 'wayback', 'machine', 'cover', 'repeated', 'write', 'history', 'hide', 'original', 'ridiculously', 'arrogant', 'scientifically', 'embarrassing', 'many', 'would', 'die', 'covid']"
733,"['covid', 'sound', 'demonic']"
734,"['owl', 'remember', 'trump', 'saying', 'covid', 'hoax', 'press', 'secretary', 'saying', 'would', 'go', 'away', 'matter']"
735,"['upstate', 'multiple', 'covid', 'had', 'staff', 'school', 'last', 'week']"
736,"['we', 'much', 'learned', 'live', 'covid', 'come', 'really', 'care', 'lethal', 'toll', 'canada', 'grim', 'milestone', 'covid', 'via']"
737,"['if', 'united', 'covid', 'death', 'rate', 'would', 'saved', 'for', 'many', 'might', 'painful', 'but', 'especially', 'milestone', 'million']"
738,"['account', 'trump', 'trump', 'it', 'sad', 'covid', 'everything', 'trump', 'good', 'tale', 'history', 'president', 'could', 'but', 'history']"
739,"['this', 'article', 'due', 'covid']"
740,"['common', 'company', 'trying', 'change', 'aesthetics', 'is', 'rational', 'when', 'western', 'world', 'ignore', 'people', 'living', 'covid', 'government', 'tell', 'proper', 'way', 'that', 'democracy', 'freedom']"
741,"['how', 'land', 'the', 'economy', 'could', 'get', 'contact', 'tracing', 'less', 'pain', 'we', 'fragile', 'climate', 'are', 'high', 'profile', 'covid', 'lying', 'avoid', 'climate', 'damage', 'perhaps', 'cover']"
742,"['our', 'household', 'currently', 'one', 'us', 'outside', 'contact', 'we', 'air', 'purifier', 'running', 'look', 'forward', 'surviving', 'covid']"
743,"['lower', 'longer', 'spending', 'trillion', 'year', 'covid', 'more', 'people', 'trump', 'vaccine', 'he', 'left', 'behind', 'our', 'southern', 'border', 'control', 'our', 'inflation', 'highest', 'world']"
744,"['day', 'six', 'covid', 'hope', 'legible']"
745,"['get', 'third', 'vaccination', 'then', 'covid', 'goes', 'family', 'now', 'try', 'book', 'young', 'get', 'fourth', 'shot']"
746,"['same', 'covid', 'days', 'hope', 'feel', 'better']"
747,"['so', 'park', 'continue', 'mask', 'child', 'fear', 'covid', 'guess', 'little', 'guy', 'picked', 'yesterday', 'here', 'hint']"
748,"['title', 'hold', 'covid', 'bill']"
749,"['when', 'covid', 'hit', 'casino', 'shut', 'drove', 'times']"
750,"['egret', 'my', 'father', 'immune', 'grandmother', 'cancer', 'both', 'got', 'covid', 'fine', 'it', 'death', 'sentence']"
751,"['went', 'doctor', 'long', 'term', 'fatigue', 'covid', 'ago', 'told', 'get', 'vaccine', 'treatment', 'western', 'medicine', 'dead']"
752,"['covid', 'update', 'new', 'average', 'in', 'hospital', 'in', 'new', 'average', 'more', 'data']"
753,"['this', 'going', 'work', 'like', 'covid', 'work']"
754,"['for', 'th', 'time', 'year', 'old', 'quarantine', 'classroom', 'week', 'due', 'covid', 'exposure', 'can', 'test', 'stay', 'no', 'one', 'anything', 'ensure', 'wife', 'receive', 'son', 'enrichment', 'the', 'burden']"
755,"['nursing', 'school', 'prof', 'worked', 'designing', 'learned', 'lot', 'about', 'people', 'serious', 'side', 'effects', 'look', 'data', 'covid', 'vaccine', 'saved', 'millions', 'people', 'taking', 'bleed']"
756,"['another', 'perfect', 'demonstration', 'even', 'practical', 'still', 'blocked', 'help', 'fight', 'deadly', 'virus', 'global', 'pandemic', 'false', 'appearance', 'evil', 'covid', 'conspiracy']"
757,"['most', 'troubling', 'age', 'group', 'hospitalization', 'covid', 'it', 'needs', 'stop', 'its', 'literally', 'killing', 'every', 'day', 'public', 'health', 'science']"
758,"['covid', 'even', 'hit', 'hard', 'whatever', 'sickness']"
759,"['he', 'got', 'covid', 'vaccine']"
760,"['kim', 'getting', 'ready', 'cure', 'every', 'covid', 'case', 'single']"
761,"['style', 'chemical', 'castration', 'painful', 'told', 'about', 'lying', 'first', 'need', 'find', 'truthful', 'judge', 'covid', 'inquiry', 'forecast', 'tho', 'doubtful', 'pathetic', 'worse', 'bad', 'joke']"
762,"['hell', 'second', 'best', 'player', 'season', 'horrible', 'chemistry', 'injury', 'covid', 'heat', 'literally', 'phony', 'nobody', 'thought', 'would', 'get', 'far']"
763,"['oh', 'see', 'the', 'return', 'conflated', 'death', 'person', 'hit', 'car', 'covid', 'how']"
764,"['if', 'go', 'school', 'face', 'face', 'due', 'covid', 'check', 'massive', 'suite', 'video', 'involved', 'love', 'hearing', 'saying', 'made', 'isolation', 'smoother']"
765,"['top', 'shot', 'boredom', 'covid', 'have', 'always', 'interested', 'tech', 'advertising', 'day', 'job']"
766,"['covid', 'day', 'temperature', 'gone', 'still', 'cough', 'gain', 'strength']"
767,"['this', 'year', 'gotten', 'covid', 'broken', 'foot', 'injured', 'neck', 'gotten', 'cold']"
768,"['ever', 'tested', 'felt', 'like', 'might', 'coming', 'something', 'funeral', 'lots', 'old', 'folk', 'it', 'mind', 'blowing', 'relatively', 'healthy', 'young', 'people', 'still', 'paranoid', 'covid']"
769,"['nobody', 'ga', 'exist', 'ni', 'pa', 'ko', 'sa', 'dialysis', 'covid']"
770,"['evidence', 'covid', 'mitigation', 'birder', 'saved', 'covid', 'labor']"
771,"['if', 'covid', 'take', 'long', 'bath', 'long', 'everybody', 'else', 'need', 'wait', 'use', 'room']"
772,"['daily', 'confirmed', 'covid', 'per', 'population', 'county', 'for', 'id', 'latest', 'covid', 'our', 'analytics', 'team', 'analytics', 'data', 'covid', 'covid']"
773,"['because', 'covid', 'worse']"
774,"['and', 'two', 'super', 'irresponsible', 'covid', 'go', 'everywhere', 'never', 'worried', 'health', 'protection', 'daughter', 'say', 'someone', 'daughter', 'especially', 'moment', 'immunity']"
775,"['the', 'people', 'support', 'covid', 'millions', 'wish', 'die', 'they', 'quarantine', 'tested', 'positive', 'they', 'go', 'quarantine', 'those', 'refuse', 'if', 'drink', 'drive', 'arrest', 'free']"
776,"['in', 'season', 'deck', 'teaser', 'revealed', 'beginning', 'covid', 'think', 'may', 'actually']"
777,"['insinuating', 'make', 'true', 'they', 'saw', 'the', 'corporate', 'press', 'narrative', 'but', 'truth', 'spontaneous', 'protest', 'covid']"
778,"['leader', 'military', 'help', 'tackle', 'covid', 'outbreak', 'pandemic', 'news']"
779,"['you', 'back', 'studio', 'fast', 'where', 'isolation', 'was', 'fake', 'covid', 'publicity', 'like', 'ex', 'anchor']"
780,"['think', 'last', 'time', 'saw', 'need', 'see', 'live', 'please', 'come', 'going', 'neo', 'show', 'van', 'got', 'covid']"
781,"['if', 'like', 'vaccine', 'pass', 'tomorrow', 'need', 'request', 'get', 'vaccine', 'pass', 'covid', 'record', 'week', 'vaccine', 'include', 'available', 'th']"
782,"['that', 'kind', 'plan', 'daughter', 'school', 'teacher', 'gleefully', 'abandoned', 'soon', 'legally', 'could', 'covid', 'my', 'daughter', 'continued', 'mask', 'my', 'getting', 'worse', 'day']"
783,"['under', 'leadership', 'would', 'never', 'covid', 'you', 'think', 'forgot', 'lack', 'science', 'mass', 'majority', 'literally', 'move']"
784,"['now', 'congregation', 'mass', 'shooting', 'do', 'not', 'say', 'trump', 'motivate', 'spent', 'nearly', 'entire', 'year', 'china', 'covid', 'hate', 'exploded']"
785,"['apparent', 'covid', 'induced', 'insomnia', 'got', 'go']"
786,"['first', 'felt', 'bad', 'skipping', 'commencement', 'let', 'covid', 'positive', 'people', 'walk', 'celebrate', 'everyone', 'insane']"
787,"['will', 'ba', 'cause', 'another', 'covid', 'wave', 'ba', 'covid', 'omicron']"
788,"['bot', 'darling', 'covid', 'medication', 'have', 'speak', 'larynx', 'obviously', 'swollen', 'have', 'sip', 'cool', 'sprite', 'ginger', 'ale', 'get', 'suck', 'bring', 'inflamed']"
789,"['still', 'feel', 'weather', 'simply', 'glad', 'covid']"
790,"['gripe', 'covid']"
791,"['this', 'many', 'could', 'saved', 'covid', 'state']"
792,"['phone', 'contact', 'tracing', 'covid', 'leave', 'alone']"
793,"['yep', 'like', 'yr', 'covid', 'bunch', 'home', 'test', 'influenza', 'pneumonia', 'mono', 'the', 'works', 'it', 'pretty', 'bad', 'got', 'like', 'swear', 'still', 'covid']"
794,"['want', 'us', 'take', 'personal', 'responsibility', 'covid', 'left', 'exposed']"
795,"['days', 'ago', 'covid', 'covid', 'go', 'figure']"
796,"['taken', 'market', 'last', 'week', 'thing', 'you', 'covid']"
797,"['the', 'ban', 'unaccompanied', 'teens', 'comes', 'sensitive', 'time', 'city', 'mayor', 'downtown', 'still', 'fully', 'economic', 'turmoil', 'unleashed', 'covid', 'experienced', 'surging', 'crime']"
798,"['ever', 'since', 'covid', 'fast', 'food', 'trust', 'mainly', 'cause', 'hate', 'seen', 'many', 'unsanitary', 'anyone', 'food', 'pure', 'evil']"
799,"['leader', 'military', 'help', 'tackle', 'covid', 'outbreak']"
800,"['work', 'group', 'home', 'watch', 'show', 'one', 'lady', 'it', 'laugh', 'sing', 'dance', 'every', 'single', 'time', 'we', 'love', 'definitely', 'us', 'get', 'covid', 'little', 'easier']"
801,"['pay', 'included', 'living', 'no', 'spouse', 'covid', 'push', 'older', 'told', 'start', 'bottom', 'multiple', 'experience', 'then', 'told', 'can', 'anyone', 'relate']"
802,"['covid', 'resolved']"
803,"['there', 'known', 'make', 'covid', 'herpes', 'virus', 'said', 'rabies', 'small', 'amount', 'all', 'ur', 'body', 'handle', 'covid', 'never', 'cos', 'covid', 'actually', 'body', 'able', 'handle', 'got', 'covid', 'twice']"
804,"['ask', 'million', 'people', 'covid', 'little', 'problem']"
805,"['not', 'mention', 'unreliable', 'since', 'covid', 'get', 'see']"
806,"['like', 'many', 'covid', 'exposed', 'utterly', 'incompetent', 'useless', 'institution', 'kremlin', 'exposed', 'rather', 'amateur', 'armed', 'all', 'gear', 'idea', 'fuming', 'making', 'look']"
807,"['lost', 'sense', 'smell', 'bout', 'covid', 'last', 'time', 'remember', 'smelling', 'something', 'morning', 'just', 'tried', 'eucalyptus', 'oil', 'smell', 'could', 'feel', 'nasal', 'membrane', 'don', 'try', 'home', 'trained', 'professional']"
808,"['went', 'visit', 'since', 'still', 'covid', 'talk', 'window', 'said', 'romantic', 'dead']"
809,"['probably', 'covid', 'days', 'death']"
810,"['genealogy', 'since', 'covid', 'hobby', 'time', 'consuming', 'exciting']"
811,"['school', 'closed', 'tomorrow', 'due', 'covid', 'just', 'let', 'early']"
812,"['distract', 'material', 'economic', 'collapse', 'integrity', 'government', 'sympathy', 'boost', 'popularity', 'ruling', 'class', 'around', 'common', 'theme', 'coming', 'together', 'covid', 'create', 'legal', 'precedent']"
813,"['we', 'covid', 'vaccination', 'policy', 'go', 'effect', 'may', 'please', 'visit', 'date']"
814,"['bush', 'covid']"
815,"['covid', 'everyone', 'master', 'along', 'team', 'landed', 'club', 'yesterday', 'sides', 'win', 'reward', 'hard', 'work', 'behind']"
816,"['squared', 'yeah', 'see', 'think', 'lot', 'us', 'predisposed', 'also', 'long', 'covid', 'well', 'it', 'certainly', 'part', 'puzzle']"
817,"['few', 'prior', 'covid', 'hate', 'covid']"
818,"['my', 'yo', 'brought', 'covid', 'school', 'he', 'told', 'child', 'sent', 'home', 'sitting', 'next', 'two', 'days', 'later', 'cough', 'negative', 'rat', 'morning', 'positive', 'we', 'year', 'old', 'cancer', 'chemotherapy']"
819,"['my', 'neighbor', 'went', 'er', 'feeling', 'well', 'running', 'temperature', 'sent', 'home', 'test', 'covid', 'tested', 'rat', 'tested', 'positive', 'this', 'second', 'person', 'went', 'er', 'said', 'testing', 'covid', 'like', 'given']"
820,"['hope', 'get', 'many', 'graduation', 'birthday', 'year', 'it', 'really', 'long', 'time', 'since', 'gotten', 'present', 'friend', 'since', 'birthday', 'summer', 'covid', 'ruined', 'past', 'like']"
821,"['hi', 'covid', 'isolation', 'applied', 'postal', 'vote', 'yesterday', 'start', 'panic', 'thanks']"
822,"['this', 'week', 'everyday', 'joe', 'comedian', 'joey', 'us', 'take', 'lifting', 'covid', 'mask', 'mandate', 'two', 'advice', 'still', 'plan', 'keeping']"
823,"['yes', 'rejection', 'free', 'trade', 'set', 'steady', 'flow', 'fail', 'trump', 'covid', 'michigan', 'closure', 'formula', 'shortage', 'yet', 'trump', 'son', 'unfairly', 'blame']"
824,"['do', 'long', 'covid', 'long', 'covid', 'affected', 'skin', 'since', 'organ', 'body', 'also', 'the', 'organic', 'moisture', 'use', 'coconut', 'oil', 'based', 'skin', 'still', 'bone', 'dry']"
825,"['keeping', 'while', 'they', 'had', 'covid', 'mother', 'de']"
826,"['because', 'shortage', 'bought', 'send', 'border', 'working', 'covid', 'bought', 'corrupt', 'core', 'paying', 'fill', 'offshore', 'bank']"
827,"['covid', 'left', 'island', 'struggling', 'tourism', 'causing', 'big', 'strain', 'like', 'water']"
828,"['no', 'listed', 'covid', 'death']"
829,"['as', 'someone', 'covid', 'really', 'bad']"
830,"['ford', 'mask', 'mandate', 'high', 'covid', 'risk']"
831,"['shutdown', 'country', 'unemployment', 'highest', 'top', 'highest', 'personal', 'income', 'pandemic', 'led', 'highest', 'per', 'capital', 'covid', 'hospitalization', 'death', 'top', 'new', 'led', 'not', 'sure', 'reality', 'ur']"
832,"['home', 'sick', 'covid', 'decided', 'watch', 'we', 'annually', 'day', 'the', 'scene', 'helm', 'deep', 'people', 'rohan', 'feeling', 'alone', 'battle', 'elves', 'show', 'cried', 'so', 'much', 'what', 'nice', 'elves', 'might', 'lonely']"
833,"['eat', 'covid']"
834,"['damn', 'see', 'covid', 'hope', 'people', 'taking', 'eating', 'real', 'good']"
835,"['he', 'get', 'rid', 'covid']"
836,"['thank', 'dangerous', 'path', 'covid', 'it', 'important', 'solid', 'political', 'seem']"
837,"['leader', 'military', 'help', 'tackle', 'covid', 'outbreak', 'pandemic', 'news']"
838,"['my', 'pal', 'went', 'ago', 'old', 'covid', 'six', 'passport', 'trouble', 'tested', 'week', 'went', 'runny', 'nose', 'day', 'entire', 'thing', 'scam', 'our', 'human']"
839,"['covid', 'getting', 'anti', 'viral', 'purpose', 'transferred', 'medical', 'company', 'basically', 'qualify', 'anti']"
840,['covid']
841,"['we', 'open', 'business', 'book', 'corporate', 'accommodation', 'today', 'quality', 'accredited', 'covid', 'safe', 'central', 'fully', 'furnished', 'corporate']"
842,"['covid', 'positive', 'today', 'feel', 'like', 'real', 'corn', 'cute', 'if', 'sacrifice', 'make', 'corn', 'willing']"
843,"['fringe', 'the', 'problem', 'people', 'covid', 'covid', 'solely', 'basis', 'positive', 'test']"
844,"['the', 'discernible', 'cause', 'covid', 'emergency', 'order', 'reason']"
845,"['my', 'uncle', 'told', 'ass', 'boiling', 'covid', 'cause', 'got']"
846,"['think', 'major', 'problem', 'covid', 'virus', 'people', 'hoarding']"
847,"['covid', 'test', 'bit', 'sore', 'throat', 'the', 'world', 'went']"
848,"['covid', 'strict', 'across', 'globe', 'kind', 'nationalism', 'never', 'seen', 'death', 'knell']"
849,"['saw', 'new', 'strange', 'today', 'caught', 'big', 'sam', 'fan', 'thought', 'good', 'popcorn', 'movie', 'fun', 'easter', 'added', 'enjoyment', 'it', 'first', 'return', 'theater', 'post', 'covid', 'pretty']"
850,"['another', 'thing', 'many', 'people', 'know', 'gotten', 'covid', 'recently', 'none', 'mild', 'everyone', 'like', 'was', 'dead', 'for', 'week']"
